,车站,拼音,路局,地区,经度x,纬度x,id,经度,纬度,省,市,区
3136,阳朔,YANG SHUO,中国铁路南宁局,广西壮族自治区 桂林市 阳朔县,109.6901,26.2132,4140186,110.5668175,24.95855328,广西壮族自治区,桂林市,阳朔县
3179,宜州,YI ZHOU,中国铁路南宁局,广西壮族自治区 河池市 宜州区,107.7183,25.7296,39080598,108.6243973,24.47959584,广西壮族自治区,河池市,宜州区
3234,钟山,ZHONG SHAN,中国铁路南宁局,广西壮族自治区 贺州市 平桂区,110.5662,25.8243,37660622,111.4298636,24.57338672,广西壮族自治区,贺州市,平桂区
3236,钟山西,ZHONG SHAN XI,中国铁路南宁局,广西壮族自治区 贺州市 钟山县,110.4614,25.8039,4120004,111.3266251,24.55318256,广西壮族自治区,贺州市,钟山县
47,贵阳,GUI YANG,中国铁路成都局,贵州省 贵阳市 南明区,105.7656,27.829,28350794,106.7007926,26.5588416,贵州省,贵阳市,南明区
48,贵阳北,GUI YANG BEI,中国铁路成都局,贵州省 贵阳市 观山湖区,105.739,27.8928,8900354,106.6745889,26.62202912,贵州省,贵阳市,观山湖区
49,贵阳东,GUI YANG DONG,中国铁路成都局,贵州省 贵阳市 乌当区,105.8081,27.9378,8890892,106.7426593,26.66659712,贵州省,贵阳市,乌当区
174,安顺,AN SHUN,中国铁路成都局,贵州省 安顺市 西秀区,104.9957,27.4986,18410218,105.9423641,26.23161344,贵州省,安顺市,西秀区
176,安顺西,AN SHUN XI,中国铁路成都局,贵州省 安顺市 西秀区,104.9273,27.4671,8930648,105.8749832,26.20041584,贵州省,安顺市,西秀区
197,柏果,BAI GUO,中国铁路昆明局,贵州省 六盘水市 盘州市,103.5366,27.2675,39290779,104.5050047,26.002732,贵州省,六盘水市,盘州市
204,毕节,BI JIE,中国铁路成都局,贵州省 毕节市 七星关区,104.4632,28.5418,89843408,105.4177983,27.26479872,贵州省,毕节市,七星关区
229,白云北,BAI YUN BEI,中国铁路成都局,贵州省 贵阳市 白云区,105.725,27.9775,89885836,106.6607975,26.705916,贵州省,贵阳市,白云区
234,百宜,BAI YI,中国铁路成都局,贵州省 贵阳市 乌当区,105.999,28.0976,58240610,106.9307149,26.82486304,贵州省,贵阳市,乌当区
238,白云西,BAI YUN XI,中国铁路成都局,贵州省 贵阳市 白云区,105.6747,27.9749,96332144,106.611247,26.70334096,贵州省,贵阳市,白云区
262,草海,CAO HAI,中国铁路成都局,贵州省 毕节市 威宁彝族回族苗族自治县,103.2845,28.1556,39950297,104.256661,26.88230624,贵州省,毕节市,威宁彝族回族苗族自治县
266,从江,CONG JIANG,中国铁路南宁局,贵州省 黔东南苗族侗族自治州 从江县,108.2123,27.1749,4180523,109.1110367,25.91102096,贵州省,黔东南苗族侗族自治州,从江县
333,大方南,DA FANG NAN,中国铁路成都局,贵州省 毕节市 大方县,104.6149,28.3955,59430106,105.567238,27.1199032,贵州省,毕节市,大方县
372,独山,DU SHAN,中国铁路成都局,贵州省 黔南布依族苗族自治州 独山县,106.6224,27.1303,38830132,107.5448262,25.86684912,贵州省,黔南布依族苗族自治州,独山县
381,党武,DANG WU,中国铁路成都局,贵州省 贵阳市 花溪区,105.67,27.6747,96465576,106.606617,26.40602288,贵州省,贵阳市,花溪区
393,都匀东,DU YUN DONG,中国铁路成都局,贵州省 黔南布依族苗族自治州 都匀市,106.6605,27.4352,4210707,107.5823586,26.16882208,贵州省,黔南布依族苗族自治州,都匀市
398,都匀,DU YUN,中国铁路成都局,贵州省 黔南布依族苗族自治州 都匀市,106.5889,27.5013,38780186,107.5118254,26.23428752,贵州省,黔南布依族苗族自治州,都匀市
419,发耳,FA ER,中国铁路昆明局,贵州省 六盘水市 水城区,103.8418,27.582,39210174,104.8056572,26.3142128,贵州省,六盘水市,水城区
436,福泉,FU QUAN,中国铁路成都局,贵州省 黔南布依族苗族自治州 福泉市,106.6121,27.8968,38420245,107.5346797,26.62599072,贵州省,黔南布依族苗族自治州,福泉市
464,贵安,GUI AN,中国铁路成都局,贵州省 贵阳市 清镇市,105.5443,27.7378,8910225,106.4827899,26.46851712,贵州省,贵阳市,清镇市
517,湖潮东,HU CHAO DONG,中国铁路成都局,贵州省 贵阳市 花溪区,105.5736,27.7038,96432218,106.5116534,26.43484352,贵州省,贵阳市,花溪区
538,红果,HONG GUO,中国铁路昆明局,贵州省 六盘水市 盘州市,103.4967,26.9774,39350649,104.4656992,25.71541696,贵州省,六盘水市,盘州市
602,花溪大学城,HUA XI DA XUE CHENG,中国铁路成都局,贵州省 贵阳市 花溪区,105.6883,27.6655,96482255,106.6246443,26.3969112,贵州省,贵阳市,花溪区
604,花溪南,HUA XI NAN,中国铁路成都局,贵州省 贵阳市 花溪区,105.7435,27.6688,96498934,106.6790219,26.40017952,贵州省,贵阳市,花溪区
605,花溪西,HUA XI XI,中国铁路成都局,贵州省 贵阳市 花溪区,105.5789,27.7931,96398860,106.5168744,26.52328624,贵州省,贵阳市,花溪区
647,金华镇,JIN HUA ZHEN,中国铁路成都局,贵州省 贵阳市 观山湖区,105.6136,27.8272,96382181,106.5510574,26.55705888,贵州省,贵阳市,观山湖区
690,金阳,JIN YANG,中国铁路成都局,贵州省 贵阳市 观山湖区,105.6496,27.9216,96348823,106.586521,26.65055264,贵州省,贵阳市,观山湖区
694,金阳南,JIN YANG NAN,中国铁路成都局,贵州省 贵阳市 观山湖区,105.6473,27.8764,96365502,106.5842552,26.60578656,贵州省,贵阳市,观山湖区
720,凯里,KAI LI,中国铁路成都局,贵州省 黔东南苗族侗族自治州 凯里市,107.0578,27.8765,38390653,107.9737388,26.6058856,贵州省,黔东南苗族侗族自治州,凯里市
721,凯里南,KAI LI NAN,中国铁路成都局,贵州省 黔东南苗族侗族自治州 麻江县,106.9688,27.7863,8870076,107.8860649,26.51655152,贵州省,黔东南苗族侗族自治州,麻江县
730,开阳,KAI YANG,中国铁路成都局,贵州省 贵阳市 开阳县,106.0406,28.3185,58260132,106.9716951,27.0436424,贵州省,贵阳市,开阳县
759,龙洞堡,LONG DONG BAO,中国铁路成都局,贵州省 贵阳市 南明区,105.8633,27.8186,4240145,106.7970368,26.54854144,贵州省,贵阳市,南明区
769,芦官,LU GUAN,中国铁路成都局,贵州省 贵阳市 花溪区,105.5527,27.6954,96415539,106.4910648,26.42652416,贵州省,贵阳市,花溪区
805,六盘水,LIU PAN SHUI,中国铁路成都局,贵州省 六盘水市 钟山区,103.8904,27.8636,18550256,104.853533,26.59310944,贵州省,六盘水市,钟山区
823,洛湾三江,LUO WAN SAN JIANG,中国铁路成都局,贵州省 贵阳市 乌当区,105.8914,27.9563,58230316,106.8247181,26.68491952,贵州省,贵阳市,乌当区
855,六枝,LIU ZHI,中国铁路成都局,贵州省 六盘水市 六枝特区,104.51,27.4949,18460582,105.463901,26.22794896,贵州省,六盘水市,六枝特区
872,孟关,MENG GUAN,中国铁路成都局,贵州省 贵阳市 花溪区,105.8021,27.6896,96515613,106.7367487,26.42077984,贵州省,贵阳市,花溪区
895,麻尾,MA WEI,中国铁路成都局,贵州省 黔南布依族苗族自治州 独山县,106.533,26.5779,38900177,107.4567583,25.31975216,贵州省,黔南布依族苗族自治州,独山县
934,南江,NAN JIANG,中国铁路成都局,贵州省 贵阳市 开阳县,106.0386,28.169,58250013,106.9697249,26.8955776,贵州省,贵阳市,开阳县
952,纳雍,NA YONG,中国铁路成都局,贵州省 毕节市 纳雍县,104.4166,28.0297,59440585,105.3718927,26.75761488,贵州省,毕节市,纳雍县
995,盘州,PAN ZHOU,中国铁路成都局,贵州省 六盘水市 盘州市,103.6031,27.0561,8960583,104.5705138,25.79336144,贵州省,六盘水市,盘州市
1045,清镇西,QING ZHEN XI,中国铁路成都局,贵州省 贵阳市 清镇市,105.4383,28.0755,89875229,106.3783693,26.8029752,贵州省,贵阳市,清镇市
1100,双龙南,SHUANG LONG NAN,中国铁路成都局,贵州省 贵阳市 南明区,105.8523,27.7528,96532292,106.7862007,26.48337312,贵州省,贵阳市,南明区
1139,三穗,SAN SUI,中国铁路成都局,贵州省 黔东南苗族侗族自治州 三穗县,107.7426,28.2419,8850185,108.6483353,26.96777776,贵州省,黔东南苗族侗族自治州,三穗县
1140,松桃,SONG TAO,中国铁路广州局,贵州省 铜仁市 松桃苗族自治县,108.0686,29.3645,41780588,108.9694779,28.0796008,贵州省,铜仁市,松桃苗族自治县
1200,天河潭,TIAN HE TAN,中国铁路成都局,贵州省 贵阳市 花溪区,105.6327,27.6942,96448897,106.5698728,26.42533568,贵州省,贵阳市,花溪区
1223,铜仁,TONG REN,中国铁路广州局,贵州省 铜仁市,108.3036,29.024,41830517,109.2009764,27.7423696,贵州省,铜仁市,
1224,铜仁南,TONG REN NAN,中国铁路成都局,贵州省 铜仁市 玉屏侗族自治县,108.0718,28.56,8840513,108.9726302,27.282824,贵州省,铜仁市,玉屏侗族自治县
1237,桐梓北,TONG ZI BEI,中国铁路成都局,贵州省 遵义市 桐梓县,105.8921,29.6852,90120399,106.8254077,28.39722208,贵州省,遵义市,桐梓县
1240,桐梓东,TONG ZI DONG,中国铁路成都局,贵州省 遵义市 桐梓县,105.9017,29.4034,90121146,106.8348647,28.11812736,贵州省,遵义市,桐梓县
1280,威舍,WEI SHE,中国铁路昆明局,贵州省 黔西南布依族苗族自治州 兴义市,103.7788,26.5389,15530731,104.7435959,25.28112656,贵州省,黔西南布依族苗族自治州,兴义市
1321,息烽,XI FENG,中国铁路成都局,贵州省 贵阳市 息烽县,105.8108,28.3564,28240632,106.7453191,27.08117856,贵州省,贵阳市,息烽县
1378,修文县,XIU WEN XIAN,中国铁路成都局,贵州省 贵阳市 修文县,105.8156,28.1266,90126792,106.7500476,26.85358464,贵州省,贵阳市,修文县
1397,兴义,XING YI,中国铁路南宁局,贵州省 黔西南布依族苗族自治州 兴义市,104.0269,26.4238,15490359,104.9879992,25.16713152,贵州省,黔西南布依族苗族自治州,兴义市
1478,玉屏,YU PING,中国铁路成都局,贵州省 铜仁市 玉屏侗族自治县,108.0305,28.5189,38270246,108.9319456,27.24211856,贵州省,铜仁市,玉屏侗族自治县
1552,织金,ZHI JIN,中国铁路成都局,贵州省 毕节市 织金县,104.8106,27.9275,59380470,105.7600221,26.656396,贵州省,毕节市,织金县
1585,朱砂古镇,ZHU SHA GU ZHEN,中国铁路成都局,贵州省 铜仁市 万山区,108.2357,28.7989,90232251,109.1340881,27.51943056,贵州省,铜仁市,万山区
1596,遵义,ZUN YI,中国铁路成都局,贵州省 遵义市 红花岗区,106.0153,28.9477,90123527,106.946772,27.66680208,贵州省,遵义市,红花岗区
1597,镇远,ZHEN YUAN,中国铁路成都局,贵州省 黔东南苗族侗族自治州 镇远县,107.4982,28.3113,38320581,108.4075768,27.03651152,贵州省,黔东南苗族侗族自治州,镇远县
1598,遵义西,ZUN YI XI,中国铁路成都局,贵州省 遵义市 红花岗区,106.0155,28.9871,28130690,106.9469691,27.70582384,贵州省,遵义市,红花岗区
1624,安龙,AN LONG,中国铁路南宁局,贵州省 黔西南布依族苗族自治州 安龙县,104.2896,26.3176,15460226,105.246785,25.06195104,贵州省,黔西南布依族苗族自治州,安龙县
1637,八步,BA BU,中国铁路成都局,贵州省 毕节市 织金县,104.8372,28.1064,59400376,105.7862257,26.83357856,贵州省,毕节市,织金县
1651,白鸡坡,BAI JI PO,中国铁路昆明局,贵州省 六盘水市 水城区,103.7849,27.6981,39190379,104.749605,26.42919824,贵州省,六盘水市,水城区
1713,册亨,CE HENG,中国铁路南宁局,贵州省 黔西南布依族苗族自治州 册亨县,104.6222,26.1701,15410565,105.5744292,24.91586704,贵州省,黔西南布依族苗族自治州,册亨县
1719,岔江,CHA JIANG,中国铁路昆明局,贵州省 黔西南布依族苗族自治州 兴义市,103.6877,26.3177,15560330,104.6538533,25.06205008,贵州省,黔西南布依族苗族自治州,兴义市
1734,长箐,CHANG QING,中国铁路成都局,贵州省 六盘水市 六枝特区,104.316,27.5853,90204046,105.2727916,26.31748112,贵州省,六盘水市,六枝特区
1791,大方,DA FANG,中国铁路成都局,贵州省 毕节市 大方县,104.6428,28.4866,89854015,105.5947223,27.21012864,贵州省,毕节市,大方县
1793,都格,DU GE,中国铁路昆明局,贵州省 六盘水市 水城区,103.7898,27.6366,39200007,104.754432,26.36828864,贵州省,六盘水市,水城区
1911,法启,FA QI,中国铁路成都局,贵州省 毕节市 大方县,104.6213,28.2965,59420823,105.5735426,27.0218536,贵州省,毕节市,大方县
1947,贵定北,GUI DING BEI,中国铁路成都局,贵州省 黔南布依族苗族自治州 贵定县,106.3024,27.8655,8880512,107.2295942,26.5949912,贵州省,黔南布依族苗族自治州,贵定县
1949,贵定,GUI DING,中国铁路成都局,贵州省 黔南布依族苗族自治州 贵定县,106.2981,27.8541,38450833,107.2253583,26.58370064,贵州省,黔南布依族苗族自治州,贵定县
1952,贵定县,GUI DING XIAN,中国铁路成都局,贵州省 黔南布依族苗族自治州 贵定县,106.2604,27.6216,4220169,107.18822,26.35343264,贵州省,黔南布依族苗族自治州,贵定县
1966,关岭,GUAN LING,中国铁路成都局,贵州省 安顺市 关岭布依族苗族自治县,104.5732,27.2298,8940454,105.5261593,25.96539392,贵州省,安顺市,关岭布依族苗族自治县
2063,花家庄,HUA JIA ZHUANG,中国铁路昆明局,贵州省 六盘水市 盘州市,103.5151,27.0489,39330079,104.483825,25.78623056,贵州省,六盘水市,盘州市
